normalize_text,skor,label_single
tolong hentikan persepsi bahwa penyakit mental di sebabkan oleh hal religi penyakit mental seperti depresi kecemasan minimnya self esteem diri bukanlah penyakit yang di sebabkan oleh   iman yang kurang   mengajak orang beribadah dikarenakan penyakit mental setara dengan mengajak orang beribadah saat mengalami serangan jantung tolong hentikan mengatakan mereka yang memiliki penyakit mental sebagai orang gila ada berbagai jenis penyakit mental dan dibutuhkan waktu juga penilaian yang tepat untuk mengetahui apa yang sebenarnya diderita tolong hentikan asumsi dan persepsi yang buruk terhadap mereka yang mendatangi psikolog dan psikiater mereka sedang berusaha membenahi diri bila ada teman yang menderita atau menunjukkan gejala gejala tersebut jadilah pendengar yang baik terakhir tolong jangan menilai mahasiswa psikologi atau psikolog sebagai ahli nujum,0.641688948,Fear
depression wasnt a joke jika sesekali kalian nemuin tmn yang sering kali keliatan sedih dalam jangka waktu lama siapapun itu apapun kondisinya jangan anggep remeh dan gunakan timing yang tepat untuk   terus ada   buat tmn kalian kalau mereka curhat tolong dengar dulu semua cerita mereka jangan menyela saat mereka bicara berikan solusi yang tepat dan pertimbangkan ungkapan apa yang pas di timing itu meski terkadang jadi pendengar yang baik sudah lebih dari cukup bagi mereka depresi itu sensitif apalagi depresi akut take ur wise steps,0.643267521,Sadness
jika orang depresi tetapi dia pura pura baik baik saja bagaimana menyelesaikannya,0.577350269,Sadness
aku pernaj depresi gara2 idol kpop,0.816496581,Sadness
iya akhir akhir ini banyak remaja sok depresi tidak tau maksudnya apa kerennya di mana,0.516397779,Sadness
depresi mau obat ya obatnya ya uppresi,0.755928946,Sadness
owh gitu toh kriteria nya gila temen saya pada sok sok an depresi dibercandain seperti gitu,0.5,Sadness
bipolar disorder sama depresi sama tidak sih,0.755928946,Sadness
saya pernah hidup berdampingan dengan penderita depresi yang akhirnya berhasil kami bujuk untuk ke psikiater karena sudah mulai halusinasi saya sendiri pernah post partum depression jadi sepertinya memang inherit kurang lebih rasanya begini sedih yang berkepanjangan tidak nafsu makan menjauh dari kontak dengan orang lain benci suara keributan susah tidur atau malah tidak mau bangun tidur tidak ada yang diinginkan tidak sewajarnya orang pada umumnya misalnya ingin shopping jalan2 tertawa melihat lawakan dan sebagainya merasa tidak berguna tidak ada manfaatnya kesepian siapapun rekan2 yang merasa demikian carilah bantuan segera tidak usah menunggu persetujuan pasangan orang tua sodara teman dan sebagainya temuilah psikolog amp biarkan beliau merujuk ke psikater pedulilah pada kesehatan jiwa amp kebahagiaan hatimu,0.746003847,Joy
saya pernah mengalami depresi minimal itu penyebabnya gara sering begedang dan saya susah untuk tidur tengah malam jadi insomnia pikirin itu terus menghantui saya sehingga saya depresi dan cara untuk menyembuhkan nya adalah dengan sering beribadah dan hidup sehat,0.800640769,Sadness
seperti anxiety dan panik disorder yang terlahir dari depresi,0.666666667,Fear
seperti orang linglung dan takut mati apa termasuk depresi ya,0.632455532,Fear
terkadang diri saya tiba   merasakan rasa sedih tanpa alasan itu kenapa ya,0.554700196,Sadness
sekedar saran yang merasa sedang depresi solatlah yang islam setelah solat hati terasa tentram dan insyaalah depresi hilang,0.942809042,Sadness
makin banyak orang jakarta depresi,0.894427191,Sadness
karena itu lah kita bangsa indonesia harus santai biar tidak depresi v,0.577350269,Sadness
kenapa aku masih tidak ngerti apa iti depresi terutama di bagian gejala gejala sih,0.534522484,Sadness
saya depresi gara gara dibully terus di sekolah,0.707106781,Sadness
kalau depresi ya pen mati aja sudah sedih sendiri indonesia sih pasti banyak pembully otak nya error semua,0.942809042,Sadness
dengan ciri2 diatas saya termasuk depresi,0.816496581,Sadness
terapi terbaik disaat kita menemui titik depresi dan jenuh adalah tersenyum dan istighfar,0.554700196,Sadness
obat depresi terbaik bagi muslim tingkatkan taqwa kepada tuhan amp interaksi dengan al qur an,0.516397779,Sadness
apakah benar depresi dapat menyebabkan rambut memerah,0.755928946,Sadness
yang orang depresi inginkan hanyalah kedamaian,0.816496581,Anticipation
heii semua yang depresi atau yang pernah ngerasain depresi jangan ngerasa sendiri kalau kalian ngerasa mulai2 mengalaimin ciri2 orang depresi jangan ragu2 untuk konsultasi ke psikolog jangan menutupi diri dengan senyuman memang ada yang bilang senyum memnambal luka tapi senyum tidak menutup atau menyembuhkan jangan putus ada yah percaya aja kalau kamu itu penting kayak binatang yang selalu penting untuk para astronot atau astronom mungkin untuk buat banyak orang hal itu tidak penting dan siapapun yang tidak ngerasa depresi di bantu yang temen2 kita yang depresi karena kita tidak perlu jadi pahlawan yang menyelamatkan dunia kita hanya perlu menjadi pahlawan yang menyelamatkan isi dunia kita bisa menjadi orang yang menyelamatkan orang hanya dengan sepenggal kalimat i purple kamu teman kamu have to love yourself dan remember kamu never walk alone,0.877058019,Trust
obat depresi ya meme dan shitposting,0.816496581,Anger
saya kan minus mata jadi tiap mau tidur itu kepikiran ngebayangkan jaman di mana mata saya yang masih sehat jadi tiap tidur hati merasa menyesal yang dulunya bisa liat dengan bebas sekarang cuma 5meter kalau lebih buram kalau mau tidur kadang saya pijet area sekitar mata kayak ada rasa menyesal gitu apa itu depresi,0.680413817,Trust
mungkin tidak sih gara2 depresi bisa jadi introvert,0.707106781,Sadness
well entah aneh atau tidak saya mempunyai kebiasaan yaitu ketika saya mengalami depresi yang sangat berat tubuh saya merespon dengan mengantuk yang sangat berat dan mau tidak mau saya harus tidur namun ketika saya bangun dari tidur otak saya merasa lebih fresh dan seluruh tubuh saya seperti di penuhi energi positif pernah waktu itu saya hampir mencoba bunuh diri tapi tubuh saya merespon dengan sangat berat dan membuat saya tidur seketika beda dengan pingsan ini tidur karena saya bisa merasakan nya well saya berharap orang orang yang depresi bisa mempunyai respon tubuh yang seperti saya karena ini lumayan membantu,0.804030252,Anticipation
kalau depresi biasa lari ke vegatarian,0.816496581,Sadness
kak bisa tidak kalau depresi karena ibu dan ayah cerai,0.632455532,Sadness
aku rasa depresi tidak ada obatnya masih misteri apa ada obatny atau tidak syarat2 depresi itu semua ada di saya sudah saya duga saya lagi depresi semua benar depresi bisa berhubung ke nyawa,1.392621248,Sadness
aku punya teman yang juga depresi di karenakan bullying,0.666666667,Sadness
saya sering cemas berlebihan apa itu bisa diatasi,0.707106781,Fear
depresi bikin hidup seperti orang gila jarang sekali merasa bahagia sulit sekali bersyukur malahan hidup yang di jalani selalu merasa penuh kesengsaraan lebih sering murung jarang sekali ceria emosi berlebih gampang sekali marah sulit mengendalilan pikiran sehat rasa dendam terhadap orang lain teman dan siapa saja lebih suka sendiri di tempat yang tenang benci pekerjaan lebih suka beraktifitas di malam hari suka udara dingin dan benci cuaca siang hari yang panas suasana hati selalu murung marah sedih kecewa putus ada lelah dan lain lain saya ingin normal dan merasakan kebahagiaan,0.737864787,Anger
bodoh amat saya tidak pernah depresi,0.816496581,Sadness
saya benar depresi nanti saya mau bunuh diri v bencanda,0.632455532,Anticipation
baru juga tanya di sekolah depresi apa,0.755928946,Sadness
sekedar cerita aku pas sampai dengan kelas pernah ngalamin depresi gara gara fake friend,0.534522484,Sadness
tapi ya jangan karena diejek dikit terus langsung diagnosis diri sendiri depresi ya apalagi kalau ngaku ngaku di sosmed orang yang sebenarnya kena depresi malah tidak sadar kalau dirinya kena depresi,1.077631812,Sadness
berarti saya selama ini depresi makasi buat temen   saya yang sudah sama aku terus,0.516397779,Sadness
sedih banget ngena banget video ini,0.816496581,Sadness
cuma saran saja gaan kalau depresi nonton meme ajaaaa,0.666666667,Sadness
tidak enaknya depresi itu bertambah kalau kamu laki   masyarakat masih mandang laki   itu tidak boleh depresi karena kuat dan bakal dianggap lemah kalau depresi padahal ya siapa juga ya mau depresi tai,1.371988681,Anticipation
saya takut banget waifu saya di ngewein sama om om apa saya terkena depresi,0.534522484,Fear
sial kok saya sedih nntnnya,0.894427191,Sadness
beda cerita sama anak baru puber yang sok sok an depresi,0.603022689,Sadness
entah mengapa tiba tiba lngsung sedih,0.816496581,Sadness
aku depresi teman sampai game yang aku perjuangin aja rasanya hampa kalau dimainin,0.554700196,Sadness
mendekatkan diri berdoa dan curhat dengan sang pencipta adalah obat segala perasaan hati dan depresi,0.516397779,Sadness
setelah menonton video ini saya tambah depresi d,0.707106781,Sadness
sedih habis lihat video ini soalnya nanti aku bakal depresi karena nanti saudaraku akan meninggal dunia karena dia mengidap penyakit ginjal kronis dan tidak bisa disembuhkan lagi,0.769800359,Anticipation
depresi itu ketika kita hidup di dunia tetapi tidak pernah merasakan memek satu kali pun,0.516397779,Sadness
depresi itu ketika kita hidup tapi tidak pernah merasakan memek prawan,0.603022689,Sadness
depresi adalah ketika kita menikah tetapi istri kita tidak prawan,0.632455532,Sadness
intinya depresi itu timbul karena kesedihan kita yang mendalam akibat ditekan dengan suasana yang tidak mendukung kita ditekan oleh tugas kerja sekolah utang intinya penyebab deperesi adalah manusia,0.56694671,Sadness
depresi sepertinya ini efek manga one piece minggu ini libur,0.632455532,Sadness
pasti depresi saya udah kaya yang di video 4bulanan,0.666666667,Sadness
  orang jahat hanyalah orang yang terlalu depresi  ,0.666666667,Sadness
aku tidak tau apa aku pernah depresi atau tidak tapi yang pasti aku pernah merasa lelah sekali dengan kehidupan tidak bersemangat dan sedih yang berkepanjangan tapi untungnya aku cepat   sadar dan berpikir bahwa itu salah dan aku mulai mendekatkan diri pada tuhan mulai sering baca quran lagi alhamdulillah semua keresahan dan kegelisahan dalam diri hilang ingat hati kita semua adalah milik tuhan maka dekatkanlah hati pada nya dan serahkanlah sepenuhnya pada tuhan,0.585205736,Fear
jadi depresi nih gara   nonton giniian,0.755928946,Sadness
stress dibilang depresi depresi dibilang kesurupan kesurupan dibilang histeria dasar people,1.206045378,Sadness
q bener bener depresi ketika ditinggal ibuku untuk selamanya q kehilangan minat apapun duniaku seperti hancur,0.5,Trust
sudah merasa depresi berbulan bulan,0.894427191,Sadness
semua orang pernah depresi tapi depresi tidak selalu menghantam kita,1.264911064,Sadness
apa anxiety itu hasil dari depresi iya,0.755928946,Fear
biasanya kalau saya depresi main sama temen atau menonton tv,0.632455532,Sadness
semoga kita di jauhkan dari depresi amin,0.755928946,Anticipation
ngilangin depresi dengan cara mabok dasar aku,0.755928946,Sadness
anxiety sama depresi itu sama tidak sih soalnya saya lagi sering stres gitu sampai sering kena heartburn karena gerd,0.917662935,Fear
aku juga depresi karena tidak ada teman yang mau berteman sama aku dikelas,0.554700196,Sadness
terimakasih kak videonya bermanfaat banget omong omong kan kak udah bahas depresi nih tolong dong bahas juga faktor penyebab depresi yang umum lebih dalam seperti broken home nilai ujian yang anjlok dan kurangnya dukungan dari lingkungan serta banyak lagi masalah umum yang jika di biarkan berlalu tanpa penanganan akan memicu timbulnya depresi walaupun masalah hidup orang kan beda beda tapi pingin tahu juga kak penyebab terbesar yang pasti orang alami apasih dan pastinya tiap rentang usia kan beda beda itu di usia berapa sih kebanyakan orang mengalami tekanan hingga menyebabkan depresi serta gimana kita menghadapinya baik jika itu kita sendiri yang ngalamin atau pun orang orang di sekitar kita baik yang dekat atau tidak dekat maaf kalau kebanyakan kak terimakasih sudah membaca komentar ini sampai habis,0.712696645,Anticipation
depresi juga bisa disebut kerasukan iblis mungkin karena iblisnya juga depresi v,1.154700538,Sadness
sedih sumpah hari ini ultah tidak ada yang inget apalagi ngucapin apa ini juga depresi,1.032795559,Sadness
sudah berdampingan dengan rasa depresi,0.894427191,Sadness
sebenarnya kalian bukan merasa depresi kalian cuma nolep sadja,0.666666667,Sadness
neuron penyelamat otak depresi oleh like,0.816496581,Sadness
nonton joker langsung pada edgy ngaku ngaku depresi,0.707106781,Sadness
kunci agar tidak mudah depresi adalah dengan ibadah kawan,0.666666667,Sadness
depresi itu bukan dengar lagu billie eillish ya,0.707106781,Sadness
aku terkadang bisa sedih   sendiri dan susah tidur jika malam hari dan pagi hari nya tidak mudah untuk bangun apa itu depresi,1.04257207,Sadness
saya sering banget ngerasain depresi dan stress jika saya ngeliat dia selalu bersama dengannya,0.534522484,Sadness
kenapa nonton begini malah sedih ya,0.816496581,Sadness
liat video ini sedih sampai pen nangis apalgi di pembukaannya,0.632455532,Sadness
sudah tahun hidup berdampingan dengan depresi sekarang sudah agak kebal,0.632455532,Sadness
wow berarti saya depresi dari sampai,0.816496581,Sadness
  orang jahat terlahir dari orang baik yang tersakiti   padahal kalau dia benar benar baik tidak bakal seperti itu orang yang depresi dan kawan kawan lebih menginginkan kedamaian dalam hidupnya dan kalau ketemu orang yang mau bunuh diri yang dia inginkan bukan mati tapi menghilangkan segala rasa sakitnya untuk kalian yang sedang berjuang semoga cepat membaik take kamu waktu tidak perlu diburu buru untuk membaik segalanya memang melelahkan merasa sedih marah takut dan sebagainya itu manusiawi ambil istirahat sejenak semoga segalanya membaik,0.5488213,Anger
wagelaseh bahasan materinya wajib di viralkan bisa menyelamatkan jutaan orang nih yang kena depresi nih,0.516397779,Sadness
bang sebenarnya apakah depresi sebuah emosi yang berganti ganti,1.0,Sadness
teman buat yang nonton ini terus bilang oh saya depresi pls dont self diagnosing ya lebih bagus pergi cek konsultasi sama healthcare yang gratis entah kenapa saya sering ke triggered kalau misalnya ada post yang begini ada yang bilang depresi padahal sebenarnya belum di diagnosis sama tidak bisa bedain depresi sebenarnya yang segitu painful kalau misalnya ada yang ke triggered dengan kata2 saya mohon maaf tapi pls dont self diagnosing yourself when kamu re tidak depressed,0.688247202,Sadness
lagi depresi berat butuh asupan neuron,0.816496581,Sadness
aku kalau keseringan stres atau depresi langsung biduran dong kesiksa luar dalam,1.154700538,Sadness
penggalaman depresi paling keras di otak saya itu pas kalah lomba yel yel pramuka karena anggota regu saya tidak bisa di andalin udah gitu saya jadi pemimpin nya pas kalah semua regu lain hina saya akibat itu saya tiap hari mikirin itu aja dan trauma kalah terus kalau punya pengalaman depresi berat bisa di komen di sini kok biar sesama tau,0.51214752,Trust
langsung diberanda saya paling atas tau aja saya kadang stress depresi,0.603022689,Sadness
wkwkkw depresi dianggap bukan apa2 sama keluarga saya,0.707106781,Sadness
berati yang saya alamin sekarang depresi,0.816496581,Sadness
yang dislike mungkin sedang depresi,0.894427191,Sadness
siapa disini yang pernah depresi berat,0.816496581,Sadness
setelah nonton video ini aku baru sadar ternyata sering depresi makasih neuron,0.577350269,Sadness
ouh jadi selama ini tahun saya mengalami depresi lah terima kasih neuron dari malaysia,0.534522484,Sadness
coba bro bahas tentang neuron pada otak meditator ada keterhubungan nya juga masalah depresi ini,0.516397779,Sadness
semua kriteria yang disebutkan sedang saya alami mungkin saya sudah layak disebut depresi,0.554700196,Sadness
depresi bukan bahan candaan nice informasi,0.816496581,Sadness
serius saya lagi depresi lebih tenang pas habis nonton video ini,0.603022689,Sadness
saya pribadi beberapa bulan ini mental saya sedikit down akibat ngelamar kerja kesana kemari sulit dan akhirnya saya mulai depresi dan bodohnya saya melakukan hal bodoh yang menyiksa diri sendiri bahkan mulai menjauh dari sosial bahkan agama,0.657595949,Sadness
aku depresi karena saya dikucilkan dan aku bersusah payah cari teman di hago,0.554700196,Sadness
waw sedih yah tetapi sebenarnya aku juga depresi karena saya serung diremehin diejek dan dipukul entah apa dan sampai sekarang saya belum dapatin semangat dari temen temen saya kalau saya membalas orang yang berbuat jahat saya selalu malah diejek oleh temen sekelas sekaligus,0.609994281,Sadness
bisa tidak sih orang depresi karena tidak ada duit,0.666666667,Sadness
cemas kamu dekkk bek bek bek bek bekk,0.707106781,Fear
asalmualikum pagi bang radit maaf bang seblumnya perkenalkan saya toyib bang dari cirebon saya lagi ikhtiar bang buat bantu meringankan beban ibu saya bang saya lagi usaha cari kerja tapi belum dapat   bang kasian ibu saya harus berjuang sndrian buat melunasi hutang yang ditinggalkan almarhum bapak saya bang maaf bang barangkali di tempat atau dirmh bang radit da loker bang saya boleh ikut kerja tidak bang kerja apa ja bang supir saya bisa sim juga da kerja kasar angkat   barang tukang bersih   apa ja saya mau bang yang penting kerja bang saya tidak mau minta   bantuan materi atau sejenis iya bang saya lebih baik kerja dan bisa bantu ibu saya bang tolong iya bang brangkali bisa ikut kerja sama bang radit maaf mkasih bang,0.618718434,Disgust
arti bebas saya bebas dari rasa cemas dan bisa merangkul cemas hal yang disuka di buku filosofi teras terutama cara star,0.872871561,Fear
aku normal tidak sih kalau terlalu memikirkan perkataan orang sampai stres menganut mental saya aku cape,0.75,Sadness
normal tidak sih kak kalau setiap malam stres overthinking tidak bisa tidur tidur pun cukup nympe jam saja kak,0.917662935,Fear
kak aku normal tidak sii aku itu setiap tidur mau tidur siang cuaca panas atau tidur malam aku selalu suka pakai selimut kalau tidur malam padahal pakai kipas angin tapi suka atau wajib pakai selimut dimanapun tempat kalau mau tidur apalagi kalau nemu selimut yang bikin nyaman yang bikin nambah tidur enak,0.832050294,Trust
kenapa iya aku selalu sedih sumpek,0.816496581,Sadness
aneh tidak sih kalau tidak bisa berekspresi di depan orang yang lagi senang sedih,0.534522484,Joy
aneh tidak si kak kalau kita terlalu cemas dengan masalah yang kita hadapi padahal di situ kita tidak salah cuma mental kita terganggu karena itu,0.6,Fear
aneh temen   entah kenapa beberapa hari belakangan ini aku cemas tanpa sebab bingung perasaan suasana hati tidak enak seperti banyak pikiran terkadang semua bisa hampa amp kosong aku sering melamun seperti orang banyak pikiran padahal umurku baru tahun aku cuma berharap aku bisa hidup normal lagi tidak perlu banyak hal   yang tidak seharusnya kupikirkan itu jadi dipikirkan doakan aku teman  ,0.503952631,Fear
saya menghadiri pemakaman kerabat sekarang dia sudah selesai urusan nya di dunia pencapaian yang udah dia raih udah tidak berarti sekarang dan pencapain yang belum tercapai tidak lagi dia pedulikan keluarga nya sekarang lagi sedih mungkin suatu saat nanti dia akan bahagia lagi dengan cara nya dan kehidupan akan terus berjalan depresi dan ovt kayak terlihat konyol karena pada akhir nya semua akan fana semuanya akan selesai kadang suka berpikir gitu mental saya normal tidak ya,0.573539335,Fear
saya pikiran selalu aneh dan abstrak kadang muncul pikiran mengahucurkan kepala saya atau menyakiti diri sendiri ketika kesal dan pikiran tentang kehidupan yang di mana saya hidup bahagia saya benar benar kacau beberapa hari ini,0.507092553,Anger
apa bedanya mental kuat sama mental sehat,0.755928946,Sadness
bener bingung sama hidup ini hidup tapi jiwa terasa mati takut banget sekarang ketemu sama orang kalau malam senang sekali bisa tidur biar pikiran dan hati bisa istirahat tanpa memikirkan dunia,0.538815906,Fear
aku selalu merasa sedih tanpa alasan marah tanpa sebab suka luka ini diri sendiri,0.534522484,Anger
bisa tidak sih perbaikin mental yang sudah down banget ngerasa tidak guna ngerasa bukan diri nya sendiri sedih terus setiap saat,0.654653671,Sadness
kok aku sedih ya liat video ini kayak merasa gimana gitu,0.603022689,Sadness
saya sering merasa sedih dan takut untuk keluar apalagi kalau bertemu dengan orang yang tidak dikenal saya langsung cemas dan takut saya juga sering mengulangi pekerjaan sampai berulang ulang padahal saya sadar itu sangat mengganggu saya setiap hari terserang kecemasan bagaimana solusinya ka,0.609994281,Fear
isu yang tidak pernah di bahas di indonesia adalah isu   mental health   kesehatan mental padahal isu ini sama pentingnya dengan kesehatan fisik bahkan lebih dari itu karena tidak terlihat dan kesehatan mental seseorang juga sangat berpengaruh pada produktifitasnya bayangkan jika seseorang terlalu overthingking dan menganggap dirinya   gila   yang berdampak pula pada kondisi jiwanya dan bisa menimbulkan stress depresi self hate bahkan menyakiti diri sendiri,0.606339063,Sadness
campur aduk lah pokonyamah lngkap di video ini kak mikirinnya jadi sedih,0.577350269,Sadness
gimana mau hidup sehat orang sekitar keluarga yang bikin stres,0.632455532,Sadness
ka normal tidak sih kalau saya lihat orang gila dan saya juga jadi cemas takut gila,0.5,Fear
ng punya utang tapi ng bisa tidur giliran tmnku yang pny utang bisa tidur,0.534522484,Sadness
saya kalau d tempat kerja saya jadi pelawak loh bisa cerita yang bikin ngakak semua tman kerja tapi pas saya sendiri saya kesepian hampa tidak ada guna saya hidup,0.742781353,Sadness
yang liat komen aku tolong jawab ya akhir akhir ini aku sering cemas ngerasa kesepian walau di rumah banyak orang dan mimpi buruk juga tambah takut juga karena di lingkungan aku banyak orang meninggal apa aku butuh ke psikolog psikiatri,0.632455532,Fear
sering mikir buat ngiris tangan pke pisau kalau lagi sedih,0.632455532,Sadness
aku sering cemas tidak naik kelas gimana dong sering takut kalau tidak naik kelas,0.534522484,Fear
aku ngerasa bingung tiap malam kalau mau tidur lebih awal aku berpikir kalau aku akan ngelewatin hal2 tertentu makanya sering tidur larut tapi saat aku tidur larut aku juga mikir gimana besok pagi di kantor kalau tidur jam segini produktif tidak d kntr pasti bakalan ngantuk itu yang bikin aku susah tidur,0.693375245,Anticipation
normal tidak sih kira kira sedih ketika melihat orang lain marah atau sedih apalagi kalau itu karena aku,0.942809042,Anger
saya nonton ini karena lagi stres,0.816496581,Sadness
kadang ngerasa senang sehappy happynya kadang stres sestres stresnya,0.666666667,Joy
abis liat ini jadi cemas karena gapunya duit buat konsultasi,0.632455532,Fear
cara mengistirahatkan pikiran gimana selama hidup tidak pernah pikiranku kosong kecuali pas tidur nyenyak tanpa mimpi,0.5,Sadness
normal tidak kalau aku sedih banget liat temen aku sedih kayak sedih banget terus aku dibilang sok,1.45521375,Sadness
aku merasa ada yang tidak wajar dengan kondisi kejiwaanku aku sring cemas dan takut dengan kematian ditinggal mati orang2 yang saya sayangi kdang saya sampai susah tidur bahkan tidak tidur sama sekali sampai pagi aku tidak tau harus bagaimana dan itu hanya terjadi malam hari,0.596284794,Fear
normal tidak sih suka nangis gitu malam malam terus suka sedih tiba tiba,0.554700196,Sadness
kak normal tidak si takut sendirian ngerasa kesepian tapi tidak pengin punya temen,0.554700196,Fear
aku kebalikannya kak dikira orang orang aku normal padahal depresi sama gangguan cemas capee kak minum obat terus,0.942809042,Fear
semoga yang mengidap penyakit mental illness di berikan kekuatan mental dalam menghadapi penyakitnya dari pencipta amin,0.5,Anticipation
